star_rating,review_body,vine,helpful_votes
2,"Door doesn't open when you hit the button, you have to hold the button in with one hand and then pull the door open with a 2nd hand.  Buttons are cheapy, just a cardboard panel (comes with a 2nd cardboard panel in French to swap out).  Seems like it heats OK, but the door is a deal breaker.  I'm returning it (I've never returned anything from Amazon, but I hate it that much).",N,3
4,Works great and saves space in our tiny kitchen.  It's small though - cannot fit anything larger than a dinner plate or taller than a large coffee mug.,N,1
4,Did the job and has held up even after a year of use; it has extended the life on the microwave.,N,2
4,Exactly what I needed to repair my microwave at about a 1/4 of the price that most appliance parts retailers wanted.,N,0
1,"SO DISAPPOINTED!! Bought this July 2013 and our kitchen was not ready yet, so we didn't put it in until a few months ago and it worked fine- we probably used it only couple dozen times and my husband went to warm up our daughters food Wednesday and NOTHING! Completely &#34;dead&#34;! Will not turn on, no buttons works, etc.<br /><br />This is extremely disappointing and our warranty was up July 2014!!<br /><br />This is why you do not spend $800 on a microwave and I will NEVER purchase a SHARP product ever again!!!!!!<br /><br />Totally sad and disappointed.",N,11
5,"It  works very  well. It's easy to use. It' runs quieter then our old one.  And  it heats and reheats everything we want. The only thing I notice is it's very  light weight. It tips easily, if you lean on it.",N,0
4,"This was rated fairly high by Consumer Reports, and usage over the past month or so has borne that out. It is roomy and it cooks fairly evenly and quickly. The basic controls are fairly intuitive, though apparently I have to set the power level before I set the cook time, rather than the other way around the way it was on my previous microwave. The special features, like the warm up with sensors that shuts off when the food starts to steam, are things that I don't seem to be able to get the hang of. After playing with the inverter defrost button and keypad, I was able to start using that in the cooking of certain frozen convenience items. I don't like the push button opener; I think that is what will break first, and then I won't be able to open the door. I do not regret the purchase so far. If the machine lasts ten years like the prior microwave it will have been a great purchase.",N,0
5,I have a small kitchen. This fit perfectly in a corner on the counter. It looks super cute and I have received several compliments.,N,0
1,It did not work upon arrival,N,1
5,"It's small, and fits perfectly in a corner. Microwaves things.",N,1
4,"For the price it a nice unit, easy to use etc. Only negative is the door  latch button is hard to push/open",N,1
5,"I just got it today, Works great, Just the right size, Just the right price<br /><br />You could not get a better one for this price.",N,0
5,"Not very big, fit into my small kitchen just fine.",N,0
3,"Received with damages in the back and on the sides. Contacted seller with no response. I needed a microwave so I didn't return the item. It is overpriced, but I was desperate because my old microwave stopped working. I gave it 3 stars because I think this is a refurbished item that shouldn't be claimed as new. Also, the handle is made of plastic, not stainless steel as it appears to be. The Tape (made to look like stainless steel), keeps peeling from the heat of the range, and exposing the plastic more everyday. I have had this microwave for 8 months now, and half of the tape wrapped around the plastic handle is gone. It is functional, but looks really tacky.",N,0
4,"This little sucker has been heating up our food reliably for going on a year. It fit into a cabinet space that no other microwave could fit into. Yeah, it's a little underpowered, but you get used to that.<br /><br />It fits a whole plate, which is nice, but sometimes if you have a larger item it will catch against the wall and not rotate. Full-size popcorn bags have this problem for example.<br /><br />But overall, great option if you need a microwave to fit into a very small space.",N,1
4,This is a good turntable place fo rmy microwave perfect fit.,N,0
5,"This small microwave has worked well for my small kitchen. Pretty basic features, but has worked fine.",N,1
1,"Never worked well, intermittently stops working - then starts again.  I would have returned this in the first WEEK, but once this monster is hung on the wall, and it's made its first bag of popcorn, who keeps the shipping box??  It finally died after the fan would not turn off, now it's completely inert.  The only bright side is it will fit in my community's GARBAGE CANS.  This unit has been a frustration since installation.",N,10
5,"We purchased and installed this over the range microwave as a replacement for a 25 year old one.  This is Sharp is just perfect.  We required one with the recirculating feature because we have no way to vent it, and this type is not easy to find.",N,4
